	Control_cell_T0-1	Control_cell_T0-2	Control_cell_T0-3	Control_cell_T1h-1	Control_cell_T1h-2	Control_cell_T1h-3	Control_cell_T2h-1	Control_cell_T2h-2	Control_cell_T2h-3	Control_cell_T4h-1	Control_cell_T4h-2	Control_cell_T4h-3	Control_cell_T6h-1	Control_cell_T6h-2	Control_cell_T6h-3	Control_cell_T24h-1	Control_cell_T24h-2	Control_cell_T24h-3	L-Cycloserine_cell_T0-1	L-Cycloserine_cell_T0-2	L-Cycloserine_cell_T0-3	L-Cycloserine_cell_T1h-1	L-Cycloserine_cell_T1h-2	L-Cycloserine_cell_T1h-3	L-Cycloserine_cell_T2h-1	L-Cycloserine_cell_T2h-2	L-Cycloserine_cell_T2h-3	L-Cycloserine_cell_T4h-1	L-Cycloserine_cell_T4h-2	L-Cycloserine_cell_T4h-3	L-Cycloserine_cell_T6h-1	L-Cycloserine_cell_T6h-2	L-Cycloserine_cell_T6h-3	L-Cycloserine_cell_T24h-1	L-Cycloserine_cell_T24h-2	L-Cycloserine_cell_T24h-3
Ile_Leu_m+1	-0.0019	-0.0018	-0.0026	-0.0023	-0.0015	-0.0019	-0.0018	-0.0015	-0.0016	-0.0016	-0.0022	-0.0019	-0.0014	-0.0018	-0.0013	-0.0016	-0.0021	-0.0015	-0.0011	-0.002	-0.0014	-0.0014	-0.0022	-0.0016	-0.0009	-0.0019	-0.0011	-0.0021	-0.0016	-0.0016	-0.0015	-0.0011	-0.0017	-0.0015	-0.0013	-0.0014
Ile_Leu_m+2	-0.0003	-0.0004	-0.0004	-0.0004	-0.0004	-0.0004	-0.0003	-0.0004	-0.0003	-0.0004	-0.0002	-0.0003	-0.0003	-0.0003	-0.0004	-0.0002	-0.0004	-0.0004	-0.0004	-0.0004	-0.0003	-0.0004	-0.0005	-0.0003	-0.0005	-0.0003	-0.0004	-0.0005	-0.0004	-0.0004	-0.0003	-0.0003	-0.0003	-0.0003	-0.0002	-0.0003
Ile_Leu_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Aspartic_acid_m+0	0.9863	0.9866	0.9869	0.771	0.7629	0.7576	0.745	0.7303	0.735	0.6772	0.6341	0.6655	0.6121	0.6262	0.6267	0.4493	0.4304	0.3981	0.982	0.9831	0.9825	0.7846	0.7674	0.7758	0.7523	0.7437	0.76	0.6773	0.6655	0.6504	0.6205	0.6181	0.6292	0.4258	0.3955	0.4233
L-Aspartic_acid_m+1	0.0004	-0.0007	-0.0006	0.0544	0.067	0.0629	0.0716	0.0701	0.0647	0.0811	0.091	0.079	0.0889	0.0856	0.0859	0.1239	0.1324	0.1413	0.0014	0.0021	-0.0004	0.0569	0.0628	0.0597	0.0635	0.063	0.0562	0.0679	0.082	0.0853	0.0847	0.0791	0.0691	0.126	0.1209	0.116
L-Aspartic_acid_m+2	0.0117	0.0131	0.0132	0.1153	0.1154	0.1189	0.1214	0.1303	0.1226	0.1487	0.1674	0.1488	0.1692	0.1677	0.1683	0.1998	0.2102	0.2056	0.0159	0.0141	0.0168	0.105	0.1099	0.1076	0.1137	0.1193	0.1154	0.1551	0.1513	0.1533	0.1717	0.1738	0.1722	0.2047	0.214	0.2028
L-Aspartic_acid_m+3	0.0016	0.0008	0.0006	0.0501	0.0477	0.0522	0.055	0.0573	0.0632	0.076	0.0858	0.0844	0.0999	0.0952	0.0913	0.1527	0.1519	0.1672	0.0004	0.0008	0.001	0.0478	0.0524	0.0482	0.0589	0.0596	0.0583	0.0761	0.0819	0.0889	0.0962	0.0982	0.0983	0.1606	0.175	0.1656
L-Aspartic_acid_m+4	0.0	0.0001	0.0	0.0092	0.0071	0.0084	0.007	0.012	0.0146	0.017	0.0217	0.0223	0.0298	0.0253	0.0278	0.0743	0.0751	0.0878	0.0003	0.0	0.0	0.0056	0.0075	0.0088	0.0117	0.0143	0.0102	0.0236	0.0192	0.0221	0.027	0.0308	0.0312	0.083	0.0945	0.0922
L-Tyrosine_m+0	1.0286	1.0207	1.0277	1.0272	1.026	1.0272	1.0255	1.0264	1.0251	1.0246	1.0265	1.0255	1.0246	1.0247	1.0236	1.0218	1.0242	1.0252	1.0261	1.0249	1.0252	1.0298	1.0268	1.0249	1.0292	1.0285	1.0255	1.0272	1.0281	1.0275	1.0246	1.024	1.0253	1.0225	1.024	1.023
L-Tyrosine_m+1	-0.0289	-0.0207	-0.0276	-0.0275	-0.0264	-0.0277	-0.0259	-0.027	-0.0253	-0.0252	-0.0268	-0.0259	-0.0248	-0.0251	-0.0241	-0.0222	-0.0251	-0.0257	-0.0265	-0.0253	-0.0259	-0.0301	-0.0269	-0.0253	-0.0299	-0.0291	-0.0264	-0.0276	-0.0285	-0.028	-0.0247	-0.0243	-0.0261	-0.0229	-0.0243	-0.0235
L-Tyrosine_m+2	0.0004	0.0	-0.0001	0.0004	0.0005	0.0005	0.0004	0.0006	0.0002	0.0006	0.0003	0.0004	0.0001	0.0005	0.0005	0.0004	0.0009	0.0005	0.0004	0.0004	0.0007	0.0003	0.0002	0.0004	0.0006	0.0005	0.0009	0.0004	0.0004	0.0004	0.0001	0.0003	0.0009	0.0004	0.0002	0.0006
L-Tyrosine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tyrosine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tyrosine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tyrosine_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tyrosine_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tyrosine_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tyrosine_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
