metabolite_or_isotopologue	sgLDHAB_T0-1	sgLDHAB_T0-2	sgLDHAB_T0-3	Cont_T0-1	Cont_T0-2	Cont_T0-3	sgLDHAB_T24-1	sgLDHAB_T24-2	sgLDHAB_T24-3	Cont_T24-1	Cont_T24-2	Cont_T24-3	sgLDHAB_T48-1	sgLDHAB_T48-2	sgLDHAB_T48-3	Cont_T48-1	Cont_T48-2	Cont_T48-3
CTP	0.0	0.0	0.0	0.0	0.0	0.0	0.031072586	0.031199942	0.029899427	0.172332871	0.147778061	0.159776684	0.072495113	0.139330979	0.139134162	0.086550716	0.090126775	0.094037073
Cit	0.093999146	0.086084348	0.094956944	0.132451975	0.117692059	0.093731941	0.189840555	0.246752151	0.265839588	0.413375288	0.37591857	0.417533557	0.248798367	0.270875037	0.27232482	0.293007831	0.315293739	0.336981634
Fru1P	0.269383869	0.274326954	0.270132029	0.509828162	0.511696549	0.515153069	0.918029613	0.919517985	0.906573723	0.988059564	0.987564244	0.987784401	0.875272256	0.847601047	0.838141388	0.982636847	0.984602559	0.987710235
Fru6P	0.74589701	0.756244186	0.760115057	0.946108484	0.951563083	0.947502664	0.957745862	0.957632929	0.952625873	0.990080667	0.986444205	0.995425637	0.972055435	0.980615997	0.978639148	0.978396103	0.978587836	0.981296212
FruBP	0.721958826	0.729502725	0.729224742	0.975106086	0.976049742	0.976621791	0.923010651	0.921781322	0.918088023	0.989527186	0.990814952	0.990740566	0.977241186	0.97839117	0.97871493	0.975280471	0.977561201	0.982307222
Fum	0.036480308	0.061308473	0.059721385	0.034191856	0.053174366	0.060497911	0.21008216	0.260967546	0.277230605	0.356381245	0.333940373	0.348435917	0.1997378	0.235897104	0.231243946	0.204860494	0.240410205	0.246921672
GDP	0.004565562	0.004625183	0.005108014	0.020949449	0.019654466	0.022240194	0.2369158	0.227728724	0.224427803	0.345786724	0.346930147	0.347327444	0.26606088	0.258289083	0.269233421	0.324715727	0.323964226	0.329555082
GMP	0.002644518	0.002342707	0.002457591	0.00951599	0.011696315	0.012476792	0.200558306	0.167032495	0.155070445	0.312433737	0.296485848	0.31866348	0.105534799	0.111166677	0.105096981	0.257228018	0.242436319	0.24484031
GTP	0.003046466	0.002717947	0.003889397	0.018447739	0.015799281	0.020075846	0.244306636	0.237378322	0.224054987	0.345095398	0.350677609	0.345219078	0.344745612	0.320926373	0.351399102	0.32679245	0.33218626	0.350015185
Glc6P	0.991430624	0.990990881	0.991471354	0.995078469	0.994737889	0.994715101	0.98201952	0.985928029	0.987461608	0.995558667	0.995174997	0.994866695	0.993586005	0.993726755	0.990129644	0.979996223	0.980660678	0.994202047
Glutamate	0.053988737	0.056992262	0.063582567	0.204324181	0.198429577	0.20275407	0.19238644	0.200612959	0.237368745	0.524372625	0.479745958	0.516612921	0.09022324	0.090356137	0.11510781	0.415172304	0.342084101	0.374094548
Glutamine	0.0593455847808971	0.0575043132581512	0.0564740991240848	0.229502075914951	0.244491517750604	0.199264179826418	0.197266815323126	0.271529606993855	0.263838848012074	0.464648755001687	0.428165396195087	0.461808221957957	0.184641738880349	0.175072495192716	0.177512376872913	0.462347374674175	0.421887423506704	0.448302428640054
Gly3P	0.022122307	0.022214756	0.021687731	0.027669359	0.0408989	0.032318028	0.100819256	0.065068495	0.074286743	0.24318779	0.245552605	0.24587923	0.02806205	0.027806924	0.022774459	0.157267284	0.164724987	0.186370327
Glycine	0.0	0.0	0.0	0.0089359251835888	0.014023122427999	0.0089471901031525	0.0173098599610913	0.0140511126087177	0.010948491808324	0.0706844270273542	0.0695122658190128	0.0617883004821214	0.006451711149283	0.0128314367530759	0.0136611339905491	0.0620927872107504	0.0627248357106503	0.0705295588708292
IsoCit	0.01663605	0.019227164	0.018851215	0.011633524	0.0	0.006525216	0.036171495	0.084194483	0.082495732	0.220945069	0.212350181	0.290584224	0.003799799	0.013691208	0.020898256	0.160262969	0.202871774	0.208513625
Mal	0.101895614	0.111903737	0.11759501	0.101094818	0.129014683	0.120536768	0.303944817	0.322747311	0.325370733	0.403472492	0.389937255	0.396760442	0.295861711	0.322402171	0.315544885	0.368640494	0.348681631	0.370103064
P5P	0.684367885	0.678034456	0.678393965	0.877576928	0.871934794	0.871498337	0.905595305	0.862558103	0.870673746	0.976526569	0.974902209	0.973904004	0.492503131	0.454764643	0.450114057	0.91258743	0.876158558	0.901705761
PEP	0.672473625	0.620621592	0.634881642	0.927146634	0.969940121	0.967267185	0.782812143	0.628114206	0.67606091	0.988034073	1.0	0.995995123	0.676739669	0.680098949	0.677682285	1.0	0.738936025	1.0
PRPP	0.577766044	0.568545692	0.616127563	0.913173731	0.914136955	0.917528237	1.0	1.0	1.0	0.989893147	0.987260962	0.995508833	0.0	0.0	0.0	1.0	1.0	1.0
Pyr	0.313520313	0.31480419	0.356281876	0.22946471	0.126892285	0.231406481	0.468464298	0.86958785	0.888487338	0.760041584	0.724274717	0.809650336	0.902154014	0.90981626	0.913566869	0.65916926	0.719274337	0.716866096
Rib1P	0.097279372	0.100054604	0.097425357	0.090159955	0.087966023	0.085200209	0.516997361	0.440626656	0.378949866	0.550785166	0.534680507	0.53114071	0.0	0.0	0.0	0.546336828	0.589664681	0.572365401
Sed7P	0.594204489	0.601410086	0.621695821	0.453615955	0.0	0.489471976	0.905394887	0.874279253	0.891779015	0.976248367	0.980314059	0.976322945	0.911261799	0.942349667	0.953688285	0.871318701	0.837860152	0.870552794
Serine	0.0001618375959947	0.0001944745847368	0.0002276582643919	0.0133436843833006	0.0103391345978256	0.0094713513551584	0.0004124572269004	0.0005149355255602	0.0008492946175711	0.0912427036408394	0.0879166609148556	0.0992112345320676	0.0008825660113575	0.0006370675111993	0.0009802845085969	0.0592054415366838	0.0677746656968146	0.0764421468277152
Suc	0.115575852	0.14384469	0.166402212	0.011737105	0.067990783	0.098408227	0.193859659	0.261082878	0.247958866	0.209860105	0.243083324	0.264538481	0.282998392	0.308606296	0.292789963	0.245590488	0.283322258	0.300396292
UDP	0.030309373	0.032392226	0.036077315	0.059844728	0.059876406	0.062772453	0.262544919	0.256594	0.248117764	0.47242667	0.458284254	0.464316719	0.419387157	0.414643274	0.431979238	0.39269415	0.394744741	0.395771344
UMP	0.003835091	0.003994573	0.004293461	0.012602147	0.013381418	0.013771593	0.177686398	0.161147388	0.159469528	0.474467623	0.457988155	0.46576003	0.252150763	0.240429591	0.232373401	0.406351415	0.398471588	0.40621849
UTP	0.029645711	0.030187683	0.034040395	0.05990001	0.057232674	0.064772102	0.319770662	0.289793515	0.262198409	0.466882783	0.451988487	0.458737019	0.456280802	0.465540289	0.477019893	0.370584072	0.364596875	0.368517297
a-KG	0.0378987	0.047430186	0.045579458	0.055310368	0.068500705	0.080700969	0.229382298	0.260653151	0.269996741	0.577672807	0.514801522	0.565684722	0.192797746	0.201028321	0.203800253	0.477261672	0.425916434	0.454408195
