	AB_T0_cell-1	AB_T0_cell-2	AB_T0_cell-3	A_T0_cell-1	A_T0_cell-2	A_T0_cell-3	B_T0_cell-1	B_T0_cell-2	B_T0_cell-3	Cont_T0_cell-1	Cont_T0_cell-2	Cont_T0_cell-3	AB_T24_cell-1	AB_T24_cell-2	AB_T24_cell-3	A_T24_cell-1	A_T24_cell-2	A_T24_cell-3	B_T24_cell-1	B_T24_cell-2	B_T24_cell-3	Cont_T24_cell-1	Cont_T24_cell-2	Cont_T24_cell-3	AB_T48_cell-1	AB_T48_cell-2	AB_T48_cell-3	A_T48_cell-1	A_T48_cell-2	A_T48_cell-3	B_T48_cell-1	B_T48_cell-2	B_T48_cell-3	Cont_T48_cell-1	Cont_T48_cell-2	Cont_T48_cell-3
Gly3P_label0	10448999.91	9916350.968	10820708.05	2208557.849	1383928.659	1353625.828	1419713.128	1127683.074	813473.5568	1157039.22	1040914.694	935897.788	4549588.972	3982211.263	5067336.143	1719572.044	627381.8726	593266.7847	611704.9323	704640.9152	528195.1552	933590.6437	912742.5501	865608.5595	423212.6774	451451.6342	454842.5205	794689.6709	936293.5985	1626984.773	833595.525	1134203.878	773316.6182	1927492.157	1370422.378	1359403.525
Gly3P_label1	0	0	0	0	0	0	0	0	0	0	0	0	83858.14882	20773.37779	59757.8754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.43682745	0	0	0	0	0
Gly3P_label2	358634.7223	341824.2889	363851.5841	70974.99235	88351.64619	69426.04765	66628.00679	90181.98656	67714.80619	50101.20318	68032.05349	47680.98929	776159.7286	421450.2912	609331.6245	603790.3679	532317.0977	444319.9719	208573.57	256209.3317	261510.769	536125.5484	532222.3407	505802.093	18597.13348	19649.8234	16087.77405	571617.2317	585213.1846	640666.8467	523822.8516	571270.5212	476640.0217	595076.2135	449739.1198	527492.0038
Gly3P_label3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IsoCit_label0	965716.7198	933864.8565	1092476.889	615656.0816	694840.0737	559937.0343	457120.593	379360.9362	584073.9121	697583.7681	473158.9824	659993.3279	959725.8237	1311789.816	1116580.149	356838.4489	239288.8488	202230.5776	187834.2551	222806.6893	447281.783	212032.5541	206301.6659	153716.8453	749160.8053	879399.2573	873163.6787	227513.6855	168636.7226	163765.5062	251116.1604	415766.6494	336087.6673	165647.0647	157452.5473	178652.4617
IsoCit_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1292.808105	0	0	0	0	0	0	0	0	0	0	71.78438241	827.9222243	0	7269.266724	12178.2351	8661.734362	0	0	0
IsoCit_label2	29948.15738	29895.23157	37415.70141	27759.10468	20289.42943	21475.94447	0	1046.374034	2183.741253	5311.16642	0	6363.739184	30536.77406	103439.041	82571.25141	197334.5792	166709.5901	87068.84274	57510.1549	42122.26156	167925.5894	38118.03693	33208.49389	37864.11082	0	0	0	91615.25868	47737.92819	37161.06272	95041.17927	173225.7312	177663.1439	17937.428	25545.232	31387.70392
IsoCit_label3	13615.43733	17815.68247	18347.64603	22115.86576	27343.21092	20437.94165	0	5910.764849	9662.607958	13118.74781	0	4512.64719	12610.27303	55289.17322	44697.62776	56495.29875	54485.9662	25860.76768	23012.55879	13086.53608	78412.59896	7252.316036	7696.220566	8889.769583	5736.918963	24758.0103	38087.10367	42414.21092	27840.78472	17957.45312	70572.29252	143282.2904	128114.4025	6776.501391	9083.348518	11554.5211
IsoCit_label4	0	0	0	10599.87698	6702.555462	6854.674021	0	0	0	0	0	0	16901.56678	49237.39923	41742.2067	331288.9614	288846.3519	122427.1907	87161.34776	67914.80465	307929.7173	44398.66423	46872.52955	53252.76263	0	0	0	113752.0439	48548.59412	40151.63186	102517.7818	203146.0596	199686.0162	19677.98227	26837.15821	36207.05524
IsoCit_label5	0	0	0	10620.86278	16362.23118	7243.188091	0	0	0	0	0	0	11459.39608	44058.35066	37764.60754	231670.8264	207602.8573	116069.7336	73816.2589	71992.60512	236647.4349	33884.20423	26219.30787	38986.60703	0	0	0	88613.49284	46052.74445	29792.36109	90983.95825	175718.5488	159080.701	16603.64546	21356.02159	21409.87263
IsoCit_label6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mal_label0	9900596.866	13197588.16	13243353.65	9730217.863	14206692.82	15490885.28	6753042.603	10316031.62	10780577.34	12905663.03	13512084.64	16836039.54	20415160.62	26356113.4	24051787.01	10222666.12	11005711.47	10926697.45	7182294.872	8198033.375	8663292.808	14704379.21	16376418.98	14235256.2	13999610.91	15465330.07	16567260.97	6479397.031	5541535.891	3492539.572	5368226.959	6255465.116	5204385.582	7544065.691	8912796.852	8106645.13
Mal_label1	830140.8603	1507441.924	1595457.94	611545.6082	1270294.531	1411902.919	259050.0392	678078.5495	1024458.135	302161.1034	900119.2751	1328756.653	2274697.975	3007971.263	2557249.9	524640.3452	1318049.312	1346942.31	888885.5101	876585.3286	1471856.317	713407.3755	751972.4783	830148.4585	1675486.992	1894825.277	1693843.397	1544778.499	1451634.873	707329.4244	1571329.524	1966166.596	1447017.87	1077368.607	1795469.902	1359276.744
Mal_label2	721906.3333	1213157.783	1190558.305	934087.7991	1318162.84	1296076.386	1089043.194	1435453.054	1463568.593	296055.4458	673306.9347	924750.8865	7166824.924	9568016.879	8662663.004	6169579.342	5554307.727	5067443.414	4130874.396	5717313.988	5008174.327	6100230.536	6186284.426	5712813.079	4111960.603	4893206.904	5105359.512	2846029.061	2488671.784	1951225.743	2599622.079	3881061.957	3360622.96	3011527.734	3488532.461	3260576.599
Mal_label3	825448.0424	1062973.887	1163657.035	4941880.581	4769440.201	4211783.645	6403578.669	6640854.119	5762782.254	1693606.524	2148435.408	2231692.389	4712729.846	7315834.876	6668549.06	12963862.49	9831574.119	9758823.24	8106995.398	12030973.9	9182643.82	15425730.53	15783526.06	14269271.88	3680219.922	4852331.548	4822612.65	3185749.355	2673561.834	2179532.137	2822060.298	5115486.528	4957206.736	2994455.672	3714028.333	3705740.456
Mal_label4	70714.85859	134653.9543	175574.4474	141647.6995	131524.9149	150783.5976	31951.31161	49912.39298	83187.04935	47406.7828	57891.06791	115592.5475	4052206.975	5763756.684	5446063.418	1099087.155	773745.4886	917430.8528	948541.7908	630963.9775	1572158.473	181082.8695	208282.9211	231350.7114	2425733.947	3216326.849	3362994.555	1699862.051	1958484.948	1828930.759	1790624.264	2852196.652	2128845.292	2171996.631	1944550.734	2114963.695
P5P_label0	260384.0556	249168.2219	280404.4315	218078.021	271462.4692	236081.1142	170095.8963	189135.0076	177110.7578	259973.9428	287459.0157	303164.6186	73452.0623	119645.5798	95804.28378	96205.24834	39240.24465	63020.29225	26881.74628	47538.63017	44675.19347	53782.81111	32265.17901	51062.11694	70496.56661	84102.18395	81415.83385	63645.99825	22297.88641	25569.15892	27555.74863	79212.44725	75700.76626	51531.12812	41919.08198	33705.48337
P5P_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P5P_label2	159834.243	152539.2479	181116.9336	9713.961507	16557.16712	15767.58031	3441.67697	6957.400491	5605.964765	21130.03229	20166.09172	23612.46148	32771.41607	34172.39543	38061.6692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P5P_label3	78941.88737	60842.88158	62660.46775	34910.23315	42947.91039	38394.35367	41336.54546	38500.19924	29139.84413	63872.53711	74777.15577	75387.40695	30911.03964	28860.15331	32239.86282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P5P_label4	30476.5428	27879.95502	35386.08093	32122.94274	41215.67497	37208.0987	30491.17475	36798.33038	30910.23725	51613.43058	49936.50355	59675.48413	56079.57678	58083.7789	50974.55691	96686.04899	62012.38259	74661.53951	63006.34279	79886.22957	77347.89541	65430.64491	35000.27788	47407.05481	0	0	0	30060.03533	17829.17	24617.76219	21850.24696	32278.21198	33416.44001	13577.23088	6222.281682	7550.476533
P5P_label5	718514.666	660639.8026	750158.7362	1327401.094	1729596.404	1593430.747	1315817.477	1593181.98	1231277.051	2123553.188	2218317.438	2335183.409	1042902.848	947448.0746	878846.6937	3849605.596	2643890.256	2978708.399	2773491.009	3362876.463	3097040.624	2729494.062	1497224.176	2221562.109	68413.78136	70147.13776	66643.65902	1012492.186	690303.6461	869508.1306	788308.7069	1122731.075	1177128.369	555472.5715	300397.3627	317011.0067
PEP_label0	30940.97892	28391.53104	43248.47781	20704.44837	20991.60522	18626.15102	4.03E-16	4.03E-16	11741.93701	49411.84694	19716.15001	31592.125	81230.16104	369330.7391	267479.6058	6729.125767	6656.833513	5964.690378	1.53E-16	0	9865.405206	6125.95483	2.3E-16	0	143642.6455	211891.0181	240493.4677	15457.92545	6.71E-17	0	5.75E-17	8296.437363	8678.592795	0	7910.093927	0
PEP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEP_label2	0	0	0	0	5156.704798	0	0	0	5712.547464	8972.749124	8613.334458	12913.24805	5267.724159	11721.63835	10283.71608	11562.70376	0	10363.45293	0	7052.73947	8730.314848	6440.512077	0	8692.529616	5049.880203	8114.601378	5832.001806	0	0	0	0	0	0	0	0	0
PEP_label3	63527.68454	46445.44024	75202.09267	351855.9546	363001.253	203182.8958	222878.9184	224665.6206	324979.4799	660906.3056	723079.4535	1052147.653	295595.6177	622583.5726	558528.1901	883254.6337	294039.6739	765016.7356	478676.8099	752250.1478	630206.9858	678795.9467	290087.3463	714802.8277	300870.644	450813.9497	505843.7625	338967.4964	72035.56932	40410.94023	82991.30241	210150.2746	371674.0856	19768.4387	22389.35253	20345.05623
PRPP_label0	65333.31523	47954.03641	62064.30746	240307.9724	94419.96817	87508.32062	65265.77825	45823.842	48902.2212	143692.5535	85525.78342	135432.3449	1.99E-11	1.13E-11	1.71E-11	20625.63365	5677.690959	0	7109.901291	6647.371359	8210.178378	10517.38651	6923.801013	0	0	0	0	9.84E-13	8.53E-12	0	2.74E-12	7669.290433	7190.435914	2.85E-12	2.48E-13	4.19E-13
PRPP_label1	0	0	0	0	0	0	0	0	0	0	0	0	1.84E-10	1.02E-10	1.6E-10	0	0	6.78E-10	0	0	0	0	0	5.3E-10	0	0	0	1.01E-11	7.81E-11	2.36E-11	2.64E-11	0	0	2.75E-11	2.55E-12	4.16E-12
PRPP_label2	44911.41517	31892.45281	51472.66584	33935.7888	16453.46077	13172.33508	10351.56101	7048.536267	5723.39507	23338.64935	13015.02218	23146.14734	3.16E-10	1.77E-10	2.73E-10	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-11	1.35E-10	0	4.45E-11	0	0	4.63E-11	4.17E-12	6.92E-12
PRPP_label3	14089.30706	9714.823207	17429.37379	66922.46682	27652.89975	31140.17476	21670.93897	15606.34247	16146.80599	56120.74817	31840.91956	53695.83213	0	0	0	6789.716404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPP_label4	5435.268857	0	4129.122336	74345.38084	31288.76268	31080.73376	27789.80962	16951.09016	15419.62881	49807.3839	30631.79575	48521.78878	2.16E-10	1.21E-10	1.87E-10	120553.9119	28695.31664	26595.75035	34886.26551	24233.49327	44925.06816	45081.21354	20112.32142	34254.53051	0	0	0	1.16E-11	9.2E-11	6592.646129	3.06E-11	22495.63139	17814.47319	3.17E-11	2.88E-12	4.78E-12
PRPP_label5	104704.8269	74941.47732	127349.737	2849862.695	1233360.694	1216406.7	1055335.473	687645.9689	715267.9066	1916533.79	1145689.771	1927864.794	63172.72389	69121.87812	65560.88141	4537619.937	1093528.098	1131756.506	1334222.619	1066549.335	1809653.446	1877112.769	832233.2364	1491163.139	0	0	0	152387.2436	74274.28912	191503.9748	104256.2858	726790.7391	495724.181	102830.6438	37976.36694	30914.466
Pyr_label0	6293799.654	6663079.838	8610112.55	5784203.934	3548387.502	3906092.05	3521418.497	3800947.663	4364549.797	5943529.53	3635656.091	5771120.3	5073747.172	19974528.88	11584266.2	5071197.188	3240821.548	3481107.188	3712491.305	2681250.138	2970750.711	2907888.361	2618041.395	2319748.31	13598521.37	13425354.23	12689372.77	2675596.626	2507278.51	4128717.52	3343028.885	3035636.614	1426467.616	3578369.153	2338703.712	2323819.295
Pyr_label1	51785.28228	42434.8415	62782.0033	0	0	0	47849.33528	72931.18036	33463.3708	0	0	0	12018.33441	616928.211	522624.5542	0	4493.800984	0	54874.23548	70139.83097	0	0	0	0	1180802.158	1270616.32	1352687.101	0	9797.741676	36633.08224	0	0	0	0	0	0
Pyr_label2	142821.061	141305.577	224062.5082	84873.9688	96075.80865	82841.13191	78217.83941	111621.8818	114260.886	26918.85504	36014.15111	84919.68033	142212.4792	5819901.328	4178759.101	219686.8844	156491.6574	150076.5026	118560.7957	132964.2306	182631.3637	138420.6959	97674.8309	144308.3267	6713759.754	7368460.997	7607203.063	94396.59933	92628.39068	128016.5097	86152.43828	87183.85133	73138.71929	81546.7175	70385.40254	72478.10887
Pyr_label3	2799458.326	2987553.356	4659682.703	2203526.765	1773108.875	1734181.53	1350802.289	1139571.167	1570739.803	1754703.93	506119.9025	1689465.83	4421728.575	144782671	103212907.9	14123719.9	7171142.753	8565585.145	3853761.392	3459748.638	10839846.73	9264276.439	6897474.261	9975424.676	148402928.7	163430043.2	164933108.1	7638973.874	4811928.652	5580681.437	4719733.946	7495115.799	6760869.458	6918799.498	6005408.813	5896523.161
Rib1P_label0	384808.3834	315674.0018	332002.2654	438200.4831	459714.6738	373343.6348	490535.2554	492424.2673	373945.7293	576585.8349	564047.5153	460247.0068	93350.39761	39724.28134	73926.68044	378810.7814	210369.2247	211177.3834	114856.224	164416.8612	171083.9035	320747.8408	226422.9302	296623.2792	8216.818359	9257.872932	7490.226663	112938.3224	104190.2442	146805.8668	96490.73336	151414.4115	142358.3099	125580.1593	67830.6083	88115.07369
Rib1P_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rib1P_label2	8155.657279	5247.586045	7903.262077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rib1P_label3	4908.890121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rib1P_label4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12711.54787	8359.719623	0	7808.730016	9072.715469	9893.936888	9352.023417	5628.011692	7481.773948	0	0	0	0	0	0	0	0	0	0	0	0
Rib1P_label5	35999.21258	33347.18745	33187.40777	68731.01684	55603.15905	59792.69257	96053.43457	64872.25263	46290.20479	57136.3653	54402.59709	42865.27123	99920.59104	31291.40395	45108.28375	667235.2171	381480.4707	298121.3484	345684.2081	428103.36	432043.803	388082.6647	256964.747	331735.2514	0	0	0	157120.6141	134171.3934	196475.5396	165318.8918	215453.7434	215708.9563	151233.4927	97474.70477	117937.1818
Sed7P_label0	177777.6465	168194.9599	179031.4487	221184.2535	232408.5187	198348.5833	145644.6787	161761.6204	157938.118	151752.3942	0	174124.2782	45646.12035	61273.86653	45367.27081	57379.30881	32194.29261	35242.54056	25414.20537	21209.91199	45362.90309	36750.73166	25819.36629	32108.39831	29278.09503	20408.35779	13283.82713	56025.24133	11006.293	5.26E-08	21224.38063	27043.02914	29652.79138	236909.2404	288043.8278	234957.2936
Sed7P_label1	8288.814336	2336.441388	0	0	0	0	0	0	0	0	0	0	2668.154081	18253.70699	5731.627522	0	0	0	0	0	0	0	0	0	15640.49181	0	0	0	0	0	0	0	0	103593.4586	121072.5408	99166.59171
Sed7P_label2	33046.67735	27702.36477	30981.24652	0	0	0	0	0	0	0	0	0	54945.70918	70614.46057	52648.82875	18722.60193	6477.474026	16589.99375	0	12298.58397	7883.902613	21123.47364	8682.890849	17369.5015	20587.08582	16530.7318	11709.54919	84927.92448	70606.71376	55234.77826	72342.35621	66857.85778	56036.31538	662268.9626	700049.7472	583869.7057
Sed7P_label3	28101.63831	23979.68279	25670.81219	0	0	0	0	0	0	0	0	0	17661.28053	25514.84235	20088.20328	0	0	0	0	0	0	0	0	0	5952.314098	0	0	23229.3251	29100.28319	22196.79747	42209.75298	35160.2084	27199.10429	156881.1697	149114.5709	129459.487
Sed7P_label4	94378.97566	81483.90816	95012.10912	0	0	0	0	0	0	0	0	0	75607.77886	55375.61347	67238.89527	0	0	0	0	0	0	0	0	0	12448.13397	17510.41294	13206.69704	26790.58392	31391.4204	24750.68799	52444.72942	51947.14349	38920.73518	192868.0002	183060.8439	153732.7976
Sed7P_label5	63174.18813	55692.32958	58869.96671	6310.163901	0	6399.160144	9906.029152	13952.23187	7243.355149	0	0	0	94691.20878	99445.32726	85601.16428	19823.5568	13901.42014	15837.58092	5351.652778	8641.151951	12494.4108	15461.98258	8919.086609	16470.05177	16902.99708	19660.48394	13408.0588	92860.88492	92205.31762	67610.91444	123026.4351	118443.4359	91709.85225	605341.4802	637822.5252	540507.3817
Sed7P_label6	31796.85641	27710.22376	33155.03128	7678.788715	7027.085193	0	0	11740.0088	8965.094743	0	0	0	117364.9675	106326.4243	116670.109	166187.8793	130761.6727	97196.23427	73371.66775	70410.6179	112437.4151	121197.8304	94516.77683	107077.816	47515.3747	49960.19778	49809.68769	511815.1559	499922.4423	453116.0987	481532.1678	572579.6371	463025.6664	819297.5221	649191.811	668617.0648
Sed7P_label7	272130.824	261386.3319	312417.5632	170277.8208	165197.0782	159965.1632	202623.934	260951.4903	183513.0855	125987.0374	0	166942.7541	1425317.716	1227786.229	1171107.198	3994202.791	3127804.714	2359211.826	1732824.49	1667428.929	2570114.089	2902962.955	2304014.681	2551880.112	727767.9574	786157.6519	724600.9852	8517366.919	8005953.375	7686949.623	7267200.324	8616472.747	7544397.003	7022665.085	5477495.504	6294526.142
Suc_label0	12865125.64	15899227.91	15449916.69	13051993.56	18213100.46	18063261.84	8752096.923	12950389.23	15343205.09	15214985.35	16468649.68	20022620.95	11890166.25	12534440.87	13074776.93	8374946.742	9852083.212	9992028.996	8441933.009	7909091.205	9400332.267	10095655.35	11495785.09	9447429.498	11797446.38	12449592.87	12680604.62	9561861.074	8807309.673	5665246.931	8501338.532	8275102.85	7681577.123	10572135.74	11499767.96	10653492.41
Suc_label1	2160434.6	2999856.587	3271710.014	1638517.454	2690807.607	2814774.504	1176198.535	2226560.814	2845169.235	322760.2498	1592409.828	2376843.734	2695166.626	3218125.557	3310816.595	2037824.247	2984827.25	3039822.636	2271939.314	2424602.931	2941385.876	2134827.975	2371187.813	2576569.352	3106281.292	3472592.976	3073153.056	3234423.894	3146504.433	1973513.314	2867695.655	3356591.86	3233407.115	2657716.583	3291079.335	3115930.261
Suc_label2	1655529.26	2542669.247	2931702.534	1341092.445	2480079.663	2618554.332	966260.4856	1941458.026	2593588.096	141873.4013	1136777.201	1979719.125	2654023.698	3846729.321	3692248.496	2264715.439	3367051.992	3155442.795	2278268.56	2514711.611	3287393.428	1982422.808	2694539.151	2797695.717	4223537.545	4783222.08	4424294.37	3553857.909	3497188.015	2319827.938	3082428.8	3880380.551	4003467.563	2951638.016	3913375.786	3876631.572
Suc_label3	491163.3388	1129620.872	1383829.782	403129.2225	1109933.718	1223455.223	275503.9019	787206.705	1179075.792	9627.707009	317468.4754	864061.6724	1234982.659	2405893.609	2242760.178	866549.489	1596839.948	1649332.654	807535.0734	1176760.434	1661024.962	1494801.304	2542438.96	2105010.747	2358752.395	3226024.933	2855028.676	1988260.364	2199653.1	1473118.626	1701592.527	2502055.927	2757967.147	1762743.712	2844174.197	2908212.829
Suc_label4	280919.4819	441809.9781	613944.9139	261964.5659	466252.938	537571.6093	138625.2925	329131.1452	498101.9303	25599.25081	131188.0385	279534.8188	811755.1942	1641404.526	1567324.754	1886566.787	2112342.935	1644027.623	1449684.453	1445541.356	2171846.155	823147.592	1052898.148	1163917.678	1984800.364	2467643.058	2293728.611	1800022.264	1797721.661	1353034.864	1482223.281	2140323.106	2442138.181	1252141.25	1664000.598	1823843.445
ADP_label0	35530157.42	37230727.42	38701825.64	33772719.75	37390769.1	37871367.64	27326534.38	37758486.39	38644093.27	42757279.16	39439765.64	42454210.8	5693797.501	6811123.742	5845377.488	18807403.22	16218349.37	18266726.71	14094270.19	14953651.19	15503558.55	23012948.16	17568046.68	20802606.62	1037504.178	1087894.477	968127.9884	19070981.46	17266471.33	14114795.76	11856909.87	13832952.96	13275865.34	16959769.08	13935069.04	12746355.39
ADP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADP_label2	0	2832.412328	14888.53265	0	0	0	0	0	0	0	0	0	305511.1412	367073.0303	333774.7499	0	0	0	0	0	0	0	0	0	13622.2779	17379.3356	14630.93699	0	0	0	0	0	0	0	0	0
ADP_label3	715.0979239	9099.871663	8026.09759	0	0	0	0	0	0	0	0	0	501449.7292	592286.606	492470.0535	28696.76946	26323.65255	32539.06663	40691.82506	39282.4167	42967.04148	15662.22171	17553.09883	13644.82401	49510.21902	64656.7991	54206.30481	34857.06432	29666.28684	27026.08974	57462.72129	66098.62533	66802.68454	8135.923109	10146.07205	15348.00361
ADP_label4	25524.32765	25043.03317	25890.82635	1206.212347	7156.606621	6696.60717	4271.42223	8418.309529	8129.960911	4993.587675	2823.453892	4739.937293	607356.4302	741638.9452	624416.3716	433179.4056	387751.1824	417317.413	362139.1626	408205.8313	405233.8939	405062.1885	283746.8358	335297.5674	139573.6013	161977.9328	140541.0727	635207.0206	515220.303	414241.6463	581787.2383	690719.3652	676227.3226	306217.0744	241399.2258	243470.8022
ADP_label5	309584.7456	338733.9945	386658.6498	240088.7378	278611.9638	306564.841	229699.0384	358614.0022	356318.0771	308238.6239	285063.0779	316521.9053	10109070.95	11421713.19	10235527.82	12641401.04	10962619	12686156.3	10727349.16	11848667.02	11359480.18	12316169.55	9076801.859	10888218.27	3694139.423	4042620.206	3735407.501	16378472.94	14065208.9	11870846.4	13912863.76	16190646.42	16275026.08	9613033.773	7734485.415	7546301.88
ADP_label6	0	0	0	11154.40973	14862.68975	14752.7872	6300.372834	15184.25815	13300.95541	24189.8414	22564.43521	32198.27468	0	0	0	3731048.088	3169586.948	3559277.711	3431850.46	3731877.767	3662207.007	3766205.431	2615969.478	3226045.283	0	0	0	3871399.944	3276490.79	2522539.244	3414683.971	3896510.27	4028182.066	2262839.813	1893108.815	1804941.804
ADP_label7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1662423.063	1409076.35	1598085.329	1536484.017	1668770.251	1734559.699	1620728.353	997922.9146	1379232.924	0	0	0	1761992.171	1379121.814	1065853.529	1562319.509	1811640.038	1905031.593	884280.4492	737953.8822	667561.098
ADP_label8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419453.4905	345577.5753	361438.4872	464498.4723	485400.0177	536783.5955	398153.1389	213348.4799	315054.8961	0	0	0	462761.0364	341069.5057	280539.3294	541364.7376	648741.6105	662249.1399	230773.7257	167306.3456	174238.1417
ADP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16946.12358	9799.601586	18341.14912	0	1382.786589	719.4741121	0	0	0	0	3729.965838	2798.931238	21853.83789	21567.18652	18568.0108	4317.931863	2704.504363	5285.554484
ADP_label10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMP_label0	13556412.98	13223993.87	13178910.16	9565403.92	9556049.635	9484595.774	8302676.938	9363754.138	10238574.59	9951084.006	9115817.066	9594099.02	2775949.029	2907527.953	2500079.41	4215007.449	2867917.528	4192139.846	2515105.525	4577382.08	2555747.402	4398097.38	3139921.189	3660015.397	1182760.295	1276846.988	1419072.097	4653676.263	4175634.777	4638394.45	2826699.488	3194847.366	2872596.906	5038496.143	3143465.061	3426051.599
AMP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMP_label2	0	0	0	0	0	0	0	0	0	0	0	0	140255.6455	120983.2317	110961.2567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMP_label3	0	0	0	0	0	0	0	0	0	0	0	0	231538.4186	214388.2738	174996.1859	0	0	0	0	11003.38534	0	0	0	0	24549.96884	19258.76109	27278.10396	5286.166261	0	0	0	0	13811.92475	0	0	0
AMP_label4	0	0	0	0	0	0	0	0	0	0	0	0	302322.4564	267312.3943	236063.7858	74933.7383	51548.59081	82748.7433	55360.9531	104658.3046	47836.79088	62342.98497	38017.3297	47460.08311	43979.34278	50903.24455	50684.0669	119580.9545	104894.2486	121999.4759	110933.2118	132910.7656	119508.3705	82267.02791	48733.07669	52918.81955
AMP_label5	87408.88146	85981.34932	102707.0375	0	0	0	48717.24332	62532.87396	74988.67606	51504.88576	0	0	5828954.861	4879365.484	4574890.47	2403587.401	1583684.758	2611261.101	1658640.158	3402723.752	1505664.44	1890029.466	1164326.779	1463687.809	949089.0843	919633.8864	991378.9614	3965502.386	3338716.816	3751560.98	3237670.282	3665086.626	3542447.44	2456497.005	1405292.322	1681045.287
AMP_label6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467555.4391	334668.4177	489022.0439	355244.6224	745459.9825	343060.7834	411100.4391	231931.2024	296339.6193	0	0	0	544317.5244	450224.6802	522995.264	479313.5678	524781.2602	528545.2573	372773.8385	259961.3904	276089.9589
AMP_label7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177242.552	128272.722	196955.5805	155575.8662	303073.3836	141828.7225	147357.3595	88122.74866	118120.6197	0	0	0	236034.3305	174250.415	193807.4796	187479.5595	213258.9982	247523.4907	154393.0801	99167.73242	116306.7835
AMP_label8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67356.78372	34651.85608	66497.66081	62487.24763	112074.3656	62235.40104	49413.74697	29029.78928	42349.09966	0	0	0	93236.42918	74677.32976	86021.88643	106740.8389	119329.7514	114364.1459	56924.91112	36166.26334	44270.79377
AMP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMP_label10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP_label0	21931783.47	21671416.86	22847497.65	41259759.32	28161108.62	32795530.16	24762014.04	27628856.68	28278643	47789031.09	32520603.3	44965061.68	1717133.509	1365813.418	1236642.989	22248879.82	12578333.48	12005741.97	9904274.133	8067699.182	12266619.99	23334089.24	15217608.76	20562051.2	433148.129	237546.069	195818.8416	13827324.25	10375265.11	10341917.81	7569754.209	11235915.2	9156515.38	10165230.38	8461788.647	8340880.301
ATP_label1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP_label2	0	0	0	0	0	0	0	0	0	0	0	0	33149.73364	37326.8668	44807.88986	0	0	0	0	0	0	0	0	0	966.0422161	3921.011287	6256.252807	0	0	0	0	0	0	0	0	0
