	Control_cell_T0-1	Control_cell_T0-2	Control_cell_T0-3	Control_cell_T1h-1	Control_cell_T1h-2	Control_cell_T1h-3	Control_cell_T2h-1	Control_cell_T2h-2	Control_cell_T2h-3	Control_cell_T4h-1	Control_cell_T4h-2	Control_cell_T4h-3	Control_cell_T6h-1	Control_cell_T6h-2	Control_cell_T6h-3	Control_cell_T24h-1	Control_cell_T24h-2	Control_cell_T24h-3	L-Cycloserine_cell_T0-1	L-Cycloserine_cell_T0-2	L-Cycloserine_cell_T0-3	L-Cycloserine_cell_T1h-1	L-Cycloserine_cell_T1h-2	L-Cycloserine_cell_T1h-3	L-Cycloserine_cell_T2h-1	L-Cycloserine_cell_T2h-2	L-Cycloserine_cell_T2h-3	L-Cycloserine_cell_T4h-1	L-Cycloserine_cell_T4h-2	L-Cycloserine_cell_T4h-3	L-Cycloserine_cell_T6h-1	L-Cycloserine_cell_T6h-2	L-Cycloserine_cell_T6h-3	L-Cycloserine_cell_T24h-1	L-Cycloserine_cell_T24h-2	L-Cycloserine_cell_T24h-3
L-Alanine	124569.56049999999	113224.35698999999	139618.35245	617942.4675	418269.19103999995	573651.1269	500339.25120000006	741721.7735199999	814564.97976	735596.43486	760245.75944	731376.1296	813124.1955100001	929548.6416	1133215.98828	2445402.18654	1948706.7822	1901449.10835	0.0	13746.882294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12209.627081999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13028.816997	66114.721998	28782.402403999997	68749.93405500002	106492.44066	52113.263355999996	514226.42494000006	423965.022147	420791.34464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17525.9633	33729.849447	14167.294872	70866.858355	49637.305329999996	72813.47868	43241.853874	82218.62523599999	127620.838503	501866.112276	290255.8644
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Aspartic_acid	179551.83712	92593.878552	67936.330938	2794434.49356	2213640.9745199997	2461170.2153400006	1654121.8484999998	2604919.8954600003	2968302.09496	2985831.4636000004	3266207.34726	3803920.9976	5026440.128400001	4857532.9712000005	4852041.0829	11375811.006	8257350.684100001	7804604.904799999	36317.501068000005	68727.092264	78073.1878	1594564.4542000003	2069116.0856800003	1866742.15246	1648234.1695799998	2158899.37644	2407050.62774	1846363.3510500002	1919075.92695	2634098.72341	4165614.7857999997	4586852.6708	4487544.416	6135405.1726	7468538.175	7737599.7216
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
